bucket,date,source,title,url
jobs,Jul 24,Weetracker,Kenya's New Pay & Mental Health Rules For AI Data Workers,https://weetracker.com/2026/07/24/kenya-ai-minimum-pay-mental-healthcare-workers/
jobs,Jul 24,Technext24,AI layoffs: 10 companies that cut jobs in H1 2026 and why,https://technext24.com/reviews/10-ai-driven-layoff-in-h1-2026-and-why/
jobs,Jul 23,Business Insider Africa,"Nigeria's AI-skilled workforce is moving faster than its businesses, creating the widest adoption gap among major outsourcing markets",https://africa.businessinsider.com/local/markets/nigerias-ai-skilled-workforce-is-moving-faster-than-its-businesses-creating-the/e7sb4sh
jobs,Jul 23,Business Explainer,"New BPESA Guide Targets 500,000 Jobs by 2030",https://businessexplainer.co.za/new-bpesa-guide-targets-500000-jobs-by-2030/
jobs,Jul 22,CSIS,AI Strategies and the Informal Economy: Africa's Job Creation Test,https://www.csis.org/analysis/ai-strategies-and-informal-economy-africas-job-creation-test
jobs,Jul 21,ORF Online,Agentic AI and the Future of Work in Service-Export Economies,https://www.orfonline.org/research/agentic-ai-and-the-future-of-work-in-service-export-economies
jobs,Jul 21,Businessday NG,"African tech layoffs hit record high as AI, banking mergers eliminate 2,500 jobs in H1 2026",https://businessday.ng/technology/article/african-tech-layoffs-hit-record-high-as-ai-banking-mergers-eliminate-2500-jobs-in-h1-2026/
jobs,Jul 14,Upwork Research,Upwork Future Workforce Index 2026: AI redefining value of work as skilled freelancing accelerates,https://www.upwork.com/research/research-future-workforce-index-2026
jobs,Jul 14,Ecofin Agency,Brain Drain and Weak Capital Flows Challenge Africa's AI Ambitions,https://www.ecofinagency.com/news-services/1407-57352-brain-drain-and-weak-capital-flows-challenge-africas-ai-ambitions
jobs,Jul 13,FunTimes Magazine,Africa's Rise in AI Micro-Work Economy,https://funtimesmagazine.com/africas-rise-in-ai-micro-work-economy/
jobs,Jul 13,Aljazeera,Hundreds of experts warn the world must prepare now for AI's impact,https://www.aljazeera.com/economy/2026/7/13/hundreds-of-experts-warn-the-world-must-prepare-now-for-ais-impact
jobs,Jul 10,CNBC Africa,Future of work: Africa must prepare workforce for AI economy,https://www.cnbcafrica.com/media/7783695551836/future-of-work-africa-must-prepare-workforce-for-ai-economy-muraga
jobs,Jul 8,TechCabal,"Why Africa's workforce, not just its startups, must be AI-ready",https://techcabal.com/2026/06/19/africa-workforce-ai-ready/
jobs,Jul 7,iAfrica.com,"AI may not take your job, but it could change how careers begin",https://iafrica.com/ai-may-not-take-your-job-but-it-could-change-how-careers-begin/
jobs,May 25,Jobtech Alliance,What Digital Jobs Are Left for Africa in an Age of AI?,https://jobtechalliance.com/what-digital-jobs-are-left-for-africa-in-an-age-of-ai/
jobs,May 22,African Freelancers,The impact of AI-generated content on freelance writers in Africa,https://www.africanfreelancers.com/2026/05/the-impact-of-ai-generated-content-on-freelance-writers-in-africa/
jobs,May 16,UN Economic Commission for Africa,AI and jobs in Africa: turning disruption into opportunity,https://www.uneca.org/stories/ai-and-jobs-in-africa-turning-disruption-into-opportunity
jobs,Apr 25,Mastercard Foundation,40% of Tasks in Africa's Tech Outsourcing May Be Affected by AI by 2030,https://mastercardfdn.org/en/news/40percent-of-tasks-in-africas-growing-tech-outsourcing-sector-may-be-affected-by-ai-by-2030/
jobs,Mar 31,WeeTracker,South Africa's gig economy becomes a bargain with AI skills shortage looming,https://weetracker.com/2026/03/31/south-africa-freelance-economy-ai-talent-gap-2026/
jobs,Dec 25,"Deric Cheng, AI Frontiers",AI Could Undermine Emerging Economies,https://ai-frontiers.org/articles/ai-could-undermine-emerging-economies
access,Sep 10,DeepSeek,"Introducing DeepSeek-V4.1-Flash: smarter, faster, more efficient",https://www.deepseek.com/en/news/deepseek-v4-1-flash/
access,Sep 9,africa.com,"Connected, But Not Yet Earning: Africa's Next Digital Divide",https://www.africa.com/business/connected-but-not-yet-earning-africas-next-digital-divide
access,Sep 3,LLM Stats,"GPT-6 Astra: Released Flagship, API Pricing and Benchmarks",https://llm-stats.com/blog/research/gpt-6-astra-launch
access,Sep 3,TechAfrica News,The Cheapest Way to Get More Africans Online May Not Be a New Smartphone,https://techafricanews.com/2026/09/03/the-cheapest-way-to-get-more-africans-online-may-not-be-a-new-smartphone/
access,Sep 3,eesel AI,"Gemini 3.8 Flash review 2026: benchmarks, pricing, and the catch",https://www.eesel.ai/blog/gemini-3-8-flash
access,Sep 1,Artificial Analysis,Claude Fable 5.1: Anthropic ships next frontier model at $10/$50 per million tokens,https://artificialanalysis.ai/models/claude-fable-5-1
access,Sep 1,iAfrica.com,AI Hardware Demand Is Now Raising US Inflation as Much as Tariffs — And African Buyers Pay in Dollars,https://iafrica.com/ai-hardware-demand-is-now-raising-us-inflation-as-much-as-tariffs-and-african-buyers-pay-in-dollars/
access,Aug 31,Connecting Africa,Africa smartphone market set for sharp 2026 decline,https://www.connectingafrica.com/digital-divide/africa-smartphone-market-set-for-sharp-2026-decline
access,Aug 30,GEO Toolbox,"AI Token Cost in 2026: LLM API Pricing, Reconciled and Dated",https://geotoolbox.ai/blog/ai-token-cost
access,Aug 28,AINewsRound,Custom AI Chips Help Giants. Everyone Else Pays More,https://ainewsround.com/blog/openai-jalapeno-chip-nvidia-compute-access-opinion
access,Aug 28,Ecofin Agency,Smartphones: South Africa Bucks Africa's First Market Downturn in Three Years,https://www.ecofinagency.com/news-digital/2808-58414-smartphones-south-africa-bucks-africa-s-first-market-downturn-in-three-years
access,Aug 27,ET Telecom,"SK Hynix to start AI chip output in Indiana in 2029, sees memory shortage through 2030",https://telecom.economictimes.indiatimes.com/news/devices/sk-hynix-to-start-ai-chip-output-in-indiana-in-2029-sees-memory-shortage-through-2030/133581603
access,Aug 27,MyBroadband,South African smartphones sales grow despite big price increases,https://mybroadband.co.za/news/smartphones/664397-south-african-smartphones-sales-grow-despite-big-price-increases.html
access,Aug 26,Forbes Africa,African Smartphone Market Posts First Decline In Three Years As Prices Squeeze Affordability,https://www.forbesafrica.com/current-affairs/2026/08/26/african-smartphone-market-posts-first-decline-in-three-years-as-prices-squeeze-affordability
access,Aug 25,Ecofin Agency,AI Data-Center Demand Puts Africa's Low-Cost Smartphone Market Under Pressure,https://www.ecofinagency.com/news/2508-58307-ai-data-center-demand-puts-africa-s-low-cost-smartphone-market-under-pressure
access,Aug 24,Weetracker,Nigerians Return To Feature Phones As Smartphone Affordability Crisis Worsens,https://weetracker.com/2026/08/24/feature-phone-surge-nigeria-device-financing-crisis/
access,Aug 24,andrew.ooo,"AI API Prices August 2026: Who Cut, Who Raised",https://andrew.ooo/answers/ai-api-price-cuts-vs-hikes-august-2026-what-changed/
access,Aug 24,Technology Org,OpenAI Cuts GPT-5.6 Sol Prices by Over 20%,https://www.technology.org/2026/08/24/openai-gpt-5-6-sol-price-cut-developers/
access,Aug 22,Techjaja,How the AI boom is pushing smartphone prices higher,https://techjaja.com/ai-pushing-smartphone-prices-higher/
access,Aug 21,Opportunities for Youth,Google AI Plus Student Plan 2026: Free 1-Year AI Access for Tertiary Students in Ghana and 26 Other African Countries,https://opportunitiesforyouth.org/2026/08/21/google-ai-plus-student-plan-2026-free-1-year-ai-access-for-tertiary-students-in-ghana-and-26-other-african-countries/
access,Aug 20,CloudZero,OpenAI API pricing in 2026: every model after the July price cuts,https://www.cloudzero.com/blog/openai-pricing/
access,Aug 20,Omdia,Africa smartphone market expected to decline 26% in 2026 following first contraction in three years,https://omdia.tech.informa.com/pr/2026/aug/africa-smartphone-market-expected-to-decline-26percent-in-2026-following-first-contraction-in-three-years
access,Aug 20,TechCabal,Google is giving Nigerian students a year of free AI access,https://techcabal.com/2026/08/20/google-is-giving-nigerian-students-a-year-of-free-ai-access/
access,Aug 20,TechAfrica News,"Who Will Control Africa's Satellite Internet Layer: Starlink, Amazon Leo or the Carriers?",https://techafricanews.com/2026/08/20/who-will-control-africas-satellite-internet-layer-starlink-amazon-leo-or-the-carriers/
access,Aug 20,TechCabal,Why AI could make your next smartphone more expensive,https://techcabal.com/2026/08/20/ai-is-making-africas-cheapest-smartphones-harder-to-afford/
access,Aug 19,BenchLM,LLM API Pricing Trends & Updates (August 2026),https://benchlm.ai/llm-pricing-trends
access,Aug 19,arXiv,TranslatePsy-AfriSLM: High-Quality Data Scaling For Low-Resource Machine Translation,http://arxiv.org/abs/2608.18655v1
access,Aug 17,Ofox AI,"DeepSeek API Price Increase: Up to 12x, Peak Hours (2026)",https://ofox.ai/blog/deepseek-api-price-increase-new-rates-peak-hours-cache-cost-2026/
access,Aug 17,TelecomLead,Africa Smartphone Shipments Fall 7% in Q2 2026 as Sub-$100 Devices Plunge 34%,https://telecomlead.com/smart-phone/africa-smartphone-shipments-fall-7-in-q2-2026-as-sub-100-devices-plunge-34-127334
access,Aug 15,Gagadget,Sub-$100 smartphones are nearly extinct — and AI is to blame,https://gagadget.com/en/722225-sub-100-smartphones-are-nearly-extinct-and-ai-is-to-blame/
access,Aug 14,AIbase,GLM-5.3 Released by Zhipu: 740 Billion Parameters Stay the Same,https://news.aibase.com/news/30353
access,Aug 14,Digital Applied,Budgeting AI Agents on Intro Pricing Built to Double,https://www.digitalapplied.com/blog/budgeting-ai-agents-introductory-pricing-gemini-3-7-flash
access,Aug 14,Digital Applied,LLM Batch APIs: The Half-Price Lane Nobody Budgets,https://www.digitalapplied.com/blog/llm-batch-api-pricing-landscape-2026
access,Aug 14,Pick Right,"The AI price war just flipped: DeepSeek is raising prices up to 1,100% while OpenAI and Anthropic cut",https://pick-right.com/news/ai-price-war-flips-deepseek-raises-us-labs-cut-2026-08-14/
access,Aug 14,DeepSeek API Docs,"DeepSeek API moves to peak/off-peak pricing with off-peak rates at half price, effective Aug 16",https://api-docs.deepseek.com/quick_start/pricing/
access,Aug 13,Apidog,DeepSeek API Price Increase Is Coming: A Developer's Cost-Optimization Playbook,https://apidog.com/blog/deepseek-api-price-increase-cost-optimization/
access,Aug 13,DeepSeek V4 Hub,DeepSeek Raises API Prices by Up to 12x With the Official V4 Pro Release,https://deepseekv4pro.com/news/deepseek-v4-pro-0813-official-release-opus-fable-benchmarks
access,Aug 12,Counterpoint Research,MEA Smartphone Market Declines 10% YoY in Q2 2026 as Entry-Tier Memory Crisis Bites,https://counterpointresearch.com/en/reports/market-monitor-oem-shipment-by-region-and-countries-q2-2026
access,Aug 11,AICodeNews,DeepSeek API Price Increase Announced Amid High Demand,https://aicodenews.com/deepseek-api-price-increase-demand-surges-v4-flash/
access,Aug 7,FinOps Weekly,AI Provider Cost Updates 2026-08-07,https://finopsweekly.com/news/ai-provider-updates-2026-08-07/
access,Aug 7,BenchLM,Claude API Pricing (August 2026): Model & Token Costs,https://benchlm.ai/anthropic/api-pricing
access,Aug 7,Digital Applied,ChatGPT Goes GPT-5.6: Free Tier Gets Unlimited Luna,https://www.digitalapplied.com/blog/chatgpt-gpt-5-6-luna-free-default-unlimited-chats
access,Aug 6,ExplainX,DeepSeek API Price Hike Warning: What Builders Do Now,https://explainx.ai/blog/deepseek-api-price-increase-jun-song-august-2026
access,Aug 6,Dataconomy,DeepSeek warns developers of significant API price increases,https://dataconomy.com/2026/08/06/deepseek-significant-api-price-increase-2026/
access,Aug 6,Spheron,"LLM API Pricing Comparison: GPT, Claude, Gemini & DeepSeek (2026)",https://www.spheron.network/blog/llm-api-pricing-comparison-gpt-claude-gemini-deepseek-2026/
access,Aug 5,Digital Applied,"AI API Pricing, August 2026: Cuts, Promos, and Traps",https://www.digitalapplied.com/blog/ai-api-pricing-august-2026-cuts-promos-tracker
access,Aug 5,The New York Times,How China's A.I. Is Surging Across Africa,https://www.nytimes.com/2026/08/05/technology/ai-china-africa.html
access,Aug 3,Euronews,AI demand keeps consumer prices high in 'RAMaggedon' chip crunch,https://www.euronews.com/next/2026/08/03/ai-demand-keeps-consumer-prices-high-in-ramaggedon-chip-crunch
access,Aug 2,Ofox,Best LLM API Providers 2026: 4 Types and What Each Costs,https://ofox.ai/blog/best-llm-api-providers-2026/
access,Jul 30,OpenAI,OpenAI Cuts GPT-5.6 Luna Prices by 80% and Terra by 20%,https://openai.com/index/advancing-the-price-performance-frontier-with-gpt-5-6/
access,Jul 30,Omdia,Global Smartphone Shipments Fell 6% in 2Q26 as Supply-Side Pressures Reshape the Market,https://omdia.tech.informa.com/pr/2026/july/global-smartphone-shipments-fell-6percent-in-2q26-as-supply-side-pressures-reshape-the-market
access,Jul 29,Axis Intelligence,AI Inference Cost Statistics 2026,https://axis-intelligence.com/ai-inference-cost-statistics/
access,Jul 29,WP Webhooks,"LLM API Pricing 2026: Real Cost Per Call, Compared",https://wpwebhooks.org/blog/llm-api-pricing-cost-per-call/
access,Jul 29,AIPricing Guru,"GPT-5.6 Pricing (July 2026): Sol $5, Terra $2.50, Luna $1 per 1M Tokens",https://www.aipricing.guru/openai-pricing/
access,Jul 28,Tech-Insider,2026 Memory Chip Shortage: SK Hynix Warns 2027 Will Be Worse,https://tech-insider.org/memory-chip-shortage-2026-ai-consumer-electronics/
access,Jul 28,BenchLM,LLM API Pricing Comparison & Calculator (July 2026),https://benchlm.ai/llm-pricing
access,Jul 26,NeoTeo,AI Token Costs Reshape the Race,https://www.neoteo.com/ai-token-costs-reshape-the-race/
access,Jul 26,The Guardian Nigeria,Priced Out of the Future: Confronting the Rising Cost of AI in Africa,https://guardian.ng/opinion/priced-out-of-the-future-confronting-the-rising-cost-of-ai-in-africa/
access,Jul 24,Coursiv Blog,"Claude Opus 5: Benchmarks, Pricing & Full Guide",https://coursiv.io/blog/claude-opus-5
access,Jul 24,Africa AI News,Kenya opens consultation on draft emerging technologies AI policy,https://www.africaainews.com/p/kenya-shares-draft-ai-policy-cote
access,Jul 24,APIMaster,Claude Opus 5 Is Live — Frontier Reasoning at 60% Off Official Pricing ($5/$25 → $2/$10 per MTok),https://apimaster.ai/blog/claude-opus-5-apimaster-launch-2026
access,Jul 22,AI Pricing Guru,AI API Pricing Comparison 2026: 73 Models Ranked,https://www.aipricing.guru/blog/ai-api-pricing-comparison-2026/
access,Jul 22,MarkTechPost,Cursor Router: Frontier Coding Quality at 30-50% Lower Cost,https://www.marktechpost.com/2026/07/22/cursor-releases-cursor-router-a-request-level-classifier-delivering-frontier-coding-quality-at-30-50-lower-cost/
access,Jul 21,TLDL.io,LLM API Pricing (July 2026): GPT-5.6 Terra · Claude Sonnet 5 · Full Table,https://www.tldl.io/resources/llm-api-pricing
access,Jul 21,IMF,Africa Can Grow Faster With AI—If It Moves Now,https://www.imf.org/en/news/articles/2026/07/21/cf-africa-can-grow-faster-with-ai-if-it-moves-now
access,Jul 20,AI Reiter,"DeepSeek V4 Official Release: What’s Changing and When — peak-hour pricing, performance gains, mid-July window",https://aireiter.com/blog/deepseek-v4-official-release
access,Jul 19,Developers Digest,"Frontier Model API Pricing, July 2026: Claude vs OpenAI vs Gemini vs DeepSeek",https://www.developersdigest.tech/blog/frontier-model-api-pricing-june-2026
access,Jul 18,BenchLM,OpenAI API Pricing (July 2026): GPT-5.5 & 5.6 per 1M Tokens,https://benchlm.ai/openai/api-pricing
access,Jul 17,CityBuzz,AI Chip Shortage Threatens to Slow Hyperscaler Data Center Expansion,https://www.citybuzz.co/2026/07/17/ai-chip-shortage-threatens-to-slow-hyperscaler-data-center-expansion/
access,Jul 17,MorphLLM,"Claude vs ChatGPT (2026): Benchmarks, Pricing, Pros and Cons",https://www.morphllm.com/claude-vs-chatgpt
access,Jul 17,CostGoat,LLM API Pricing Comparison & Cost Guide (Jul 2026),https://costgoat.com/compare/llm-api
access,Jul 16,IDC / Communications Today,Global smartphone shipments fall 6.7% in Q2 2026 amid memory crisis,https://www.communicationstoday.co.in/global-smartphone-shipments-fall-6-7-to-277-5m-units-in-q2-2026/
access,Jul 16,Kie AI,Kimi K3 launches at $3/$15 per million tokens — Moonshot AI's 2.8T frontier model,https://kie.ai/blog/kimi-k3-pricing
access,Jul 15,Lifestyle & Tech,The Real AI Divide in South Africa Isn't Digital — It's Human,https://lifestyleandtech.co.za/ai-cloud/article/2026-07-15/the-real-ai-divide-in-south-africa-isnt-digital-its-human
access,Jul 15,arXiv:2607.07207,"Memory Scarcity, Open Models, and the Restructuring of the AI Industry, 2026-2030 — A quantitative scenario analysis of inference economics",https://arxiv.org/abs/2607.07207v1
access,Jul 13,Arab Times,"Laptops, Phones Get Costlier as AI Fuels Chip Shortage",https://www.arabtimesonline.com/news/laptops-phones-get-costlier-as-ai-fuels-chip-shortage/
access,Jul 13,Ars Technica,Smartphone Shipments at Historic Lows as AI Memory Demand Squeezes Supply and Drives Up Prices,https://arstechnica.com/gadgets/2026/07/apple-and-samsung-benefit-as-memory-shortage-pushes-smartphone-shipments-to-historic-lows/
access,Jul 13,Forbes,Claude Fable 5 Extended Through July 19 With 50% Rate Limit Boost,https://www.forbes.com/sites/sandycarter/2026/07/13/claude-fable-5-extends-to-july-19-7-days-7-power-moves/
access,Jul 11,Sunday Times (SA),AI chip demand shock pushes up consumer prices — memory shortage hits Africa hardest,https://www.sundaytimes.timeslive.co.za/business/2026-07-11-ai-chip-demand-shock-pushes-up-consumer-prices/
access,Jul 11,Business Day,AI chip demand shock pushes up consumer prices in South Africa,https://www.businessday.co.za/business-times/2026-07-11-ai-chip-demand-shock-pushes-up-consumer-prices/
access,Jul 10,Simon Willison,"OpenAI launches GPT-5.6 Sol, Terra, Luna — three-tier pricing $1–$30/M output",https://simonwillison.net/2026/Jul/9/gpt-5-6/
access,Jul 9,Bloomberg,Meta Starts Charging for AI With Muse Spark 1.1 Agentic Model — undercuts Claude by 8x on input cost,https://www.bloomberg.com/news/articles/2026-07-09/meta-starts-charging-for-ai-with-muse-spark-1-1-agentic-model
access,Jul 9,Omdia/IDC,Global smartphone shipments to fall 13% in 2026 — Africa worst hit,https://omdia.tech.informa.com/pr/2026/mar/omdia-global-smartphone-shipments-to-fall-7percent-in-2026-amid-memory-constraints-and-geopolitical-pressures
access,Jul 7,arXiv:2510.26136,Beyond Benchmarks: The Economics of AI Inference,https://arxiv.org/abs/2510.26136
access,Jul 2,Fortune,US lifts export controls on Anthropic's Fable 5 and Mythos 5,https://fortune.com/2026/07/02/anthropic-fable-and-mythos-are-restored-but-us-ai-policy-is-still-a-mess/
access,Jun 28,arXiv:2603.23640,"LLM Inference at the Edge: Mobile, NPU and GPU Performance",https://arxiv.org/abs/2603.23640
access,Jun 24,The Business Times (NG),Africa smartphone shipments fall 12% as memory crisis hits demand,https://thebusinesstimesng.com/africa-smartphone-shipments-fall-memory-crisis-q1-2026/
access,May 27,Trustonic,"Deconstructing Africa's smartphone market: shipments, price bands & the AI memory squeeze",https://www.trustonic.com/opinion/africa-smartphone-market-2025-2026-outlook/
access,May 26,"David Oks, Substack",AI Is Killing the Cheap Smartphone,https://davidoks.blog/p/ai-is-killing-the-cheap-smartphone
access,Apr 15,Japan Times / AFP,AI-driven chip shortage slowing efforts to get world online: GSMA,https://www.thejapantimes.jp/Technology/658420-ai-driven-chip-shortage-slowing-efforts-to-get-world-online-gsma.html
access,Feb 26,Techpoint Africa,AI Chip Demand — Smartphone Prices in Nigeria,https://techpoint.africa/insight/ai-chip-rush-smartphone-prices-nigerians/
infra,Sep 9,Maghreb Daily News,"Morocco Moves AI Strategy Into Implementation, Targets MAD 100 Bln in GDP Value by 2030",https://www.maghrebdailynews.com/15755-morocco-moves-ai-strategy-into-implementation-targets-mad-100-bln-in-gdp-value-by-2030.html
infra,Sep 8,The Star Kenya,CA plans standalone licence for data centres in Kenya,https://www.the-star.co.ke/sasa/technology/2026-09-08-ca-plans-standalone-licence-for-data-centres-in-kenya
infra,Sep 8,TechAfrica News,"Egypt Partners With Vodafone, Elsewedy and Cassava on $1bn Data Centre",https://techafricanews.com/2026/09/08/egypt-vodafone-elsewedy-cassava-1bn-data-centre/
infra,Sep 8,TechAfrica News,"South Africa Pushes Subsea Cable, AI and Digital Skills Agenda to Expand Connectivity",https://techafricanews.com/2026/09/08/south-africa-subsea-cable-ai-digital-skills-connectivity/
infra,Sep 7,TechAfrica News,Digital Realty Opens 6.4MW Nairobi Two Data Center to Expand East Africa Capacity,https://techafricanews.com/2026/09/07/digital-realty-opens-6-4mw-nairobi-two-data-center-east-africa/
infra,Sep 4,TechAfrica News,"Egypt Explores Major Data Centre and AI Hub Project With Heka Data, US consortium",https://techafricanews.com/2026/09/04/egypt-explores-major-data-centre-ai-hub-project-heka-data-us-consortium/
infra,Sep 3,TechAfrica News,Orange Joins ReuNION Submarine Cable Project to Strengthen La Réunion-South Africa Connectivity,https://techafricanews.com/2026/09/03/orange-joins-reunion-submarine-cable-project-to-strengthen-la-reunion-south-africa-connectivity/
